symptom,pref_label,meddra_code,soc
Occupational exposure to product,Occupational exposure to product,10073311,"Injury, poisoning and procedural complications"
Infant irritability,Infant irritability,10082189,Nervous system disorders
Product contamination,Product contamination,10069173,Product issues
Septic shock,Septic shock,10040070,Infections and infestations
C-reactive protein increased,C-reactive protein increased,10006825,Investigations
Aortic dilatation,Aortic dilatation,10057453,Vascular disorders
Gamma-glutamyltransferase normal,Gamma-glutamyltransferase normal,10017694,Investigations
Nitrite urine absent,Nitrite urine absent,10060799,Investigations
Inflammation,Inflammation,10061218,Immune system disorders
Arthralgia,Arthralgia,10003239,Musculoskeletal and connective tissue disorders
Hepatic cancer metastatic,Hepatic cancer metastatic,10055110,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Skin test,Skin test,10040929,Investigations
Hypergammaglobulinaemia,Hypergammaglobulinaemia,10020630,Immune system disorders
Blood magnesium normal,Blood magnesium normal,10005656,Investigations
Decubitus ulcer,Decubitus ulcer,10011985,Skin and subcutaneous tissue disorders
Semen analysis,Semen analysis,10068482,Investigations
Lymphocytic infiltration,Lymphocytic infiltration,10062049,Blood and lymphatic system disorders
Factor VIII activity test,Factor VIII activity test,10086559,Investigations
Staphylococcal bacteraemia,Staphylococcal bacteraemia,10051017,Infections and infestations
Hyperacusis,Hyperacusis,10020559,Ear and labyrinth disorders
Injection site discolouration,Injection site discolouration,10051572,Skin and subcutaneous tissue disorders
Abdominal discomfort,Abdominal discomfort,10000059,Gastrointestinal disorders
Sudden infant death syndrome,Sudden infant death syndrome,10042440,General disorders and administration site conditions
Echocardiogram normal,Echocardiogram normal,10014115,Investigations
Blood immunoglobulin A normal,Blood immunoglobulin A normal,10005587,Investigations
Sinus rhythm,Sinus rhythm,10048815,Investigations
Limb discomfort,Limb discomfort,10061224,Musculoskeletal and connective tissue disorders
Victim of crime,Victim of crime,10061409,Social circumstances
Eyelid function disorder,Eyelid function disorder,10061145,Eye disorders
Radiculopathy,Radiculopathy,10037779,Nervous system disorders
Uterine dilation and curettage,Uterine dilation and curettage,10057304,Surgical and medical procedures
Arthritis,Arthritis,10003246,Musculoskeletal and connective tissue disorders
Brain fog,Brain fog,10088940,Psychiatric disorders
Swelling,Swelling,10042674,General disorders and administration site conditions
International normalised ratio normal,International normalised ratio normal,10022596,Investigations
CSF test normal,CSF test normal,10059702,Investigations
Uterine contractions during pregnancy,Uterine contractions during pregnancy,10049975,"Pregnancy, puerperium and perinatal conditions"
Granulocyte-colony stimulating factor test,Granulocyte-colony stimulating factor test,10089423,Investigations
Cataract,Cataract,10007739,Eye disorders
Zoster sine herpete,Zoster sine herpete,10090802,Infections and infestations
Sputum discoloured,Sputum discoloured,10041807,"Respiratory, thoracic and mediastinal disorders"
Butterfly rash,Butterfly rash,10067982,Immune system disorders
Tilt table test positive,Tilt table test positive,10072467,Investigations
Glucose urine present,Glucose urine present,10018478,Investigations
Vascular stent occlusion,Vascular stent occlusion,10077143,General disorders and administration site conditions
Dissociation,Dissociation,10013457,Psychiatric disorders
Ankylosing spondylitis,Ankylosing spondylitis,10002556,Musculoskeletal and connective tissue disorders
Haematocrit,Haematocrit,10018837,Investigations
Chest X-ray normal,Chest X-ray normal,10008500,Investigations
Epistaxis,Epistaxis,10015090,Vascular disorders
Injection site scab,Injection site scab,10066210,Skin and subcutaneous tissue disorders
Electrocardiogram normal,Electrocardiogram normal,10014373,Investigations
Dyspnoea exertional,Dyspnoea exertional,10013971,Cardiac disorders
Blood albumin,Blood albumin,10005285,Investigations
Human rhinovirus test positive,Human rhinovirus test positive,10070249,Investigations
Feeling of body temperature change,Feeling of body temperature change,10061458,General disorders and administration site conditions
Hepatitis,Hepatitis,10019717,Hepatobiliary disorders
Histology,Histology,10062005,Investigations
Ultrasound thyroid abnormal,Ultrasound thyroid abnormal,10060987,Investigations
Whole-genome sequencing,Whole-genome sequencing,10086504,Investigations
Oesophagogastroduodenoscopy,Oesophagogastroduodenoscopy,10053057,Investigations
Hyperlipidaemia,Hyperlipidaemia,10062060,Metabolism and nutrition disorders
Cardiac operation,Cardiac operation,10061026,Surgical and medical procedures
Troponin I increased,Troponin I increased,10058268,Investigations
Electromyogram abnormal,Electromyogram abnormal,10014431,Investigations
Viral test negative,Viral test negative,10062362,Investigations
Yellow skin,Yellow skin,10048245,Skin and subcutaneous tissue disorders
Herpes simplex,Herpes simplex,10019948,Skin and subcutaneous tissue disorders
Cardiac arrest,Cardiac arrest,10007515,Cardiac disorders
Suspected COVID-19,Suspected COVID-19,10084451,Infections and infestations
Mycoplasma infection,Mycoplasma infection,10061300,Infections and infestations
Costochondritis,Costochondritis,10011219,Musculoskeletal and connective tissue disorders
Exposure during pregnancy,Exposure during pregnancy,10073513,"Injury, poisoning and procedural complications"
Mast cell activation syndrome,Mast cell activation syndrome,10075217,Immune system disorders
Injection site bruising,Injection site bruising,10022052,"Injury, poisoning and procedural complications"
Testicular retraction,Testicular retraction,10043348,Reproductive system and breast disorders
Dizziness,Dizziness,10013573,Vascular disorders
Eyelid injury,Eyelid injury,10069200,Skin and subcutaneous tissue disorders
Mean cell haemoglobin concentration normal,Mean cell haemoglobin concentration normal,10026994,Investigations
Blood immunoglobulin M normal,Blood immunoglobulin M normal,10005602,Investigations
Abscess drainage,Abscess drainage,10000279,Surgical and medical procedures
Craniotomy,Craniotomy,10011322,Surgical and medical procedures
Respiratory symptom,Respiratory symptom,10075535,"Respiratory, thoracic and mediastinal disorders"
Product after taste,Product after taste,10086446,Product issues
Muscle oedema,Muscle oedema,10071759,Musculoskeletal and connective tissue disorders
Heart valve replacement,Heart valve replacement,10061995,Surgical and medical procedures
Shoulder operation,Shoulder operation,10062242,Surgical and medical procedures
Axonal and demyelinating polyneuropathy,Axonal and demyelinating polyneuropathy,10084153,Infections and infestations
Dermatitis diaper,Dermatitis diaper,10012444,Reproductive system and breast disorders
Positron emission tomogram,Positron emission tomogram,10036220,Investigations
Large intestinal obstruction reduction,Large intestinal obstruction reduction,10023794,Surgical and medical procedures
Troponin T increased,Troponin T increased,10058269,Investigations
Irritability,Irritability,10022998,Psychiatric disorders
Blood culture positive,Blood culture positive,10005488,Investigations
Nerve block,Nerve block,10029173,Surgical and medical procedures
Optical coherence tomography abnormal,Optical coherence tomography abnormal,10073561,Investigations
Use of accessory respiratory muscles,Use of accessory respiratory muscles,10069555,"Respiratory, thoracic and mediastinal disorders"
Catheterisation cardiac,Catheterisation cardiac,10007815,Investigations
Haematochezia,Haematochezia,10018836,Vascular disorders
Tongue discomfort,Tongue discomfort,10077855,Gastrointestinal disorders
Drug ineffective,Drug ineffective,10013709,General disorders and administration site conditions
Blood glucose increased,Blood glucose increased,10005557,Investigations
Cytomegalovirus test,Cytomegalovirus test,10061806,Investigations
Differential white blood cell count abnormal,Differential white blood cell count abnormal,10012785,Investigations
Fibrin D dimer increased,Fibrin D dimer increased,10016581,Investigations
Poor quality product administered,Poor quality product administered,10081478,"Injury, poisoning and procedural complications"
Memory impairment,Memory impairment,10027175,Nervous system disorders
Fundoscopy,Fundoscopy,10017519,Investigations
Sedative therapy,Sedative therapy,10059283,Surgical and medical procedures
Tessellated fundus,Tessellated fundus,10083502,Eye disorders
Complement factor normal,Complement factor normal,10061056,Investigations
Diagnostic aspiration,Diagnostic aspiration,10072924,Investigations
Varicella virus test positive,Varicella virus test positive,10070214,Investigations
Product label issue,Product label issue,10069289,Product issues
Hepatitis viral test negative,Hepatitis viral test negative,10072747,Investigations
Post-acute COVID-19 syndrome,Post-acute COVID-19 syndrome,10085503,Infections and infestations
Blood immunoglobulin E decreased,Blood immunoglobulin E decreased,10005590,Investigations
Abnormal uterine bleeding,Abnormal uterine bleeding,10085424,Reproductive system and breast disorders
Positron emission tomogram abnormal,Positron emission tomogram abnormal,10036221,Investigations
Iron deficiency,Iron deficiency,10022970,Metabolism and nutrition disorders
Joint swelling,Joint swelling,10023232,Musculoskeletal and connective tissue disorders
Near death experience,Near death experience,10068111,Nervous system disorders
Respiratory arrest,Respiratory arrest,10038669,"Respiratory, thoracic and mediastinal disorders"
Respiratory syncytial virus infection,Respiratory syncytial virus infection,10061603,Infections and infestations
Bilirubin conjugated increased,Bilirubin conjugated increased,10004685,Investigations
Food intolerance,Food intolerance,10061958,Metabolism and nutrition disorders
Vascular cauterisation,Vascular cauterisation,10052679,Surgical and medical procedures
Refusal of vaccination,Refusal of vaccination,10082811,Social circumstances
Frustration tolerance decreased,Frustration tolerance decreased,10077753,Psychiatric disorders
Infantile spitting up,Infantile spitting up,10063338,"Pregnancy, puerperium and perinatal conditions"
Hyperaesthesia teeth,Hyperaesthesia teeth,10082426,Gastrointestinal disorders
Ulcerative keratitis,Ulcerative keratitis,10064996,Immune system disorders
Biopsy skin abnormal,Biopsy skin abnormal,10004874,Investigations
Nervous system injury,Nervous system injury,10080898,Nervous system disorders
Hypertension,Hypertension,10020772,Vascular disorders
Blood creatinine normal,Blood creatinine normal,10005484,Investigations
Livedo reticularis,Livedo reticularis,10024648,Vascular disorders
Dermatomyositis,Dermatomyositis,10012503,Immune system disorders
Syncope,Syncope,10042772,Vascular disorders
Faeces soft,Faeces soft,10074859,Gastrointestinal disorders
Scan normal,Scan normal,10061505,Investigations
Pericarditis,Pericarditis,10034484,Cardiac disorders
Liver function test normal,Liver function test normal,10060106,Investigations
Diastolic dysfunction,Diastolic dysfunction,10052337,Cardiac disorders
Retinal thickening,Retinal thickening,10077890,Eye disorders
Papilloma viral infection,Papilloma viral infection,10061331,Infections and infestations
Injection site infection,Injection site infection,10022076,Infections and infestations
Haematoma,Haematoma,10018852,Vascular disorders
Delivery,Delivery,10067647,"Pregnancy, puerperium and perinatal conditions"
Optic neuritis,Optic neuritis,10030942,Nervous system disorders
Anaemia,Anaemia,10002034,Blood and lymphatic system disorders
Trigger finger,Trigger finger,10044654,Musculoskeletal and connective tissue disorders
Diagnostic procedure,Diagnostic Procedure,T060,Event
Vitamin B12,Vitamin B12,10047602,Investigations
Monocyte count increased,Monocyte count increased,10027880,Investigations
Discomfort,Discomfort,10013082,General disorders and administration site conditions
Antinuclear antibody,Antinuclear antibody,10002807,Investigations
Blood calcium decreased,Blood calcium decreased,10005395,Investigations
Lipids,Lipids,10024587,Investigations
Anti factor IX antibody negative,Anti factor IX antibody negative,10063923,Investigations
Skin burning sensation,Skin burning sensation,10054786,Nervous system disorders
Product substitution error,Product substitution error,10078984,"Injury, poisoning and procedural complications"
Azoospermia,Azoospermia,10003883,Reproductive system and breast disorders
Obstructive airways disorder,Obstructive airways disorder,10061877,"Respiratory, thoracic and mediastinal disorders"
Posture abnormal,Posture abnormal,10036436,Nervous system disorders
Induration,Induration,10060708,General disorders and administration site conditions
Intervertebral disc degeneration,Intervertebral disc degeneration,10061246,Musculoskeletal and connective tissue disorders
Limb injury,Limb injury,10061225,"Injury, poisoning and procedural complications"
Injection site muscle atrophy,Injection site muscle atrophy,10084809,Musculoskeletal and connective tissue disorders
No reaction on previous exposure to drug,No reaction on previous exposure to drug,10052053,General disorders and administration site conditions
Activities of daily living decreased,Activities of daily living decreased,10091664,Investigations
Muscle disorder,Muscle disorder,10028300,Musculoskeletal and connective tissue disorders
Tremor,Tremor,10044565,Nervous system disorders
Nutritional supplement allergy,Nutritional supplement allergy,10084049,Immune system disorders
Vaccination site pain,Vaccination site pain,10068879,"Injury, poisoning and procedural complications"
Vaccination site warmth,Vaccination site warmth,10069624,"Injury, poisoning and procedural complications"
Stress,Stress,10042209,Psychiatric disorders
Heavy menstrual bleeding,Heavy menstrual bleeding,10085423,Reproductive system and breast disorders
Orthostatic hypertension,Orthostatic hypertension,10065508,Vascular disorders
Pollakiuria,Pollakiuria,10036018,Renal and urinary disorders
Myopic disc,Myopic disc,10069088,Eye disorders
Type III immune complex mediated reaction,Type III immune complex mediated reaction,10053614,Immune system disorders
Epstein-Barr virus infection,Epstein-Barr virus infection,10015108,Infections and infestations
Nitrite urine present,Nitrite urine present,10051469,Investigations
Cardiomegaly,Cardiomegaly,10007632,Cardiac disorders
Anuria,Anuria,10002847,Renal and urinary disorders
Positive airway pressure therapy,Positive airway pressure therapy,10086397,Surgical and medical procedures
Nail discolouration,Nail discolouration,10028692,Skin and subcutaneous tissue disorders
Cutaneous T-cell lymphoma,Cutaneous T-cell lymphoma,10011677,Skin and subcutaneous tissue disorders
Decreased ventricular preload,Decreased ventricular preload,10050905,Investigations
Immunology test,Immunology test,10062297,Investigations
Autoimmune disorder,Autoimmune disorder,10061664,Immune system disorders
Thyroid cancer,Thyroid cancer,10066474,Endocrine disorders
Blood bilirubin,Blood bilirubin,10005362,Investigations
Product preparation issue,Product preparation issue,10081301,"Injury, poisoning and procedural complications"
Product contamination physical,Product contamination physical,10069176,Product issues
Von Willebrand's factor antigen test,Von Willebrand's factor antigen test,10068988,Investigations
Pallor,Pallor,10033546,Skin and subcutaneous tissue disorders
Allergy to vaccine,Allergy to vaccine,10055048,"Injury, poisoning and procedural complications"
Carpal tunnel syndrome,Carpal tunnel syndrome,10007697,Nervous system disorders
Malaise,Malaise,10025482,General disorders and administration site conditions
Tic,Tic,10043833,Nervous system disorders
Necrotising retinitis,Necrotising retinitis,10064997,Eye disorders
Hypotonia,Hypotonia,10021118,Nervous system disorders
Unevaluable event,Unevaluable event,10062355,General disorders and administration site conditions
Arachnoid cyst,Arachnoid cyst,10049005,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Spondyloarthropathy,Spondyloarthropathy,10051265,Musculoskeletal and connective tissue disorders
Alopecia universalis,Alopecia universalis,10001767,Skin and subcutaneous tissue disorders
Continuous glucose monitoring,Continuous glucose monitoring,10079764,Investigations
Lung disorder,Lung disorder,10025082,"Respiratory, thoracic and mediastinal disorders"
Therapeutic response unexpected,Therapeutic response unexpected,10043417,General disorders and administration site conditions
Investigation,Investigation,10062026,Investigations
Eastern Cooperative Oncology Group performance status,Eastern Cooperative Oncology Group performance status,10067961,Investigations
Myelin oligodendrocyte glycoprotein antibody-associated disease,Myelin oligodendrocyte glycoprotein antibody-associated disease,10085806,Immune system disorders
Progesterone receptor assay,Progesterone receptor assay,10054056,Investigations
HLA-B*27 assay,HLA-B*27 assay,10078439,Investigations
Personality change,Personality change,10034719,Psychiatric disorders
Blood pressure systolic increased,Blood pressure systolic increased,10005760,Investigations
Fibromyalgia,Fibromyalgia,10048439,Musculoskeletal and connective tissue disorders
Urinary retention,Urinary retention,10046555,Renal and urinary disorders
Still's disease,Still's disease,10042061,General disorders and administration site conditions
Acoustic stimulation tests,Acoustic stimulation tests,10000525,Investigations
Frequent bowel movements,Frequent bowel movements,10017367,Gastrointestinal disorders
Coagulation time,Coagulation time,10009790,Investigations
Premature delivery,Premature delivery,10036595,"Pregnancy, puerperium and perinatal conditions"
Thyroid function test normal,Thyroid function test normal,10043731,Investigations
Brain scan abnormal,Brain scan abnormal,10061943,Investigations
Amnesia,Amnesia,10001949,Nervous system disorders
Incomplete course of vaccination,Incomplete course of vaccination,10072103,"Injury, poisoning and procedural complications"
Red blood cell sedimentation rate,Red blood cell sedimentation rate,10049184,Investigations
Borrelia test positive,Borrelia test positive,10070011,Investigations
Myalgia,Myalgia,10028411,Musculoskeletal and connective tissue disorders
Gastric cancer,Gastric cancer,10017758,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Rash,Rash,10037844,Skin and subcutaneous tissue disorders
Neck mass,Neck mass,10049146,Musculoskeletal and connective tissue disorders
Spinal cord infection,Spinal cord infection,10049654,Infections and infestations
Eczema,Eczema,10014184,Skin and subcutaneous tissue disorders
Undifferentiated connective tissue disease,Undifferentiated connective tissue disease,10071575,Musculoskeletal and connective tissue disorders
Facial paresis,Facial paresis,10051267,Nervous system disorders
Biopsy oesophagus,Biopsy oesophagus,10004808,Investigations
Encephalomalacia,Encephalomalacia,10051818,Nervous system disorders
Anti-cyclic citrullinated peptide antibody,Anti-cyclic citrullinated peptide antibody,10068810,Investigations
Chest X-ray abnormal,Chest X-ray abnormal,10008499,Investigations
Tachycardia,Tachycardia,10043071,Cardiac disorders
White blood cell count increased,White blood cell count increased,10047943,Investigations
Trigeminal neuralgia,Trigeminal neuralgia,10044652,Nervous system disorders
Central serous chorioretinopathy,Central serous chorioretinopathy,10086644,Eye disorders
Paresis,Paresis,10033985,Nervous system disorders
Bladder dysfunction,Bladder dysfunction,10069632,Renal and urinary disorders
Uveitis,Uveitis,10046851,Immune system disorders
Noninfective gingivitis,Noninfective gingivitis,10074863,Gastrointestinal disorders
Accidental exposure to product,Accidental exposure to product,10073317,"Injury, poisoning and procedural complications"
Ocular stroke,Ocular stroke,10091533,Vascular disorders
Feeling cold,Feeling cold,10016326,General disorders and administration site conditions
Activated partial thromboplastin time prolonged,Activated partial thromboplastin time prolonged,10000636,Investigations
Blood alkaline phosphatase normal,Blood alkaline phosphatase normal,10005310,Investigations
Bone loss,Bone loss,10065687,Musculoskeletal and connective tissue disorders
Influenza A virus test negative,Influenza A virus test negative,10070417,Investigations
Blood urine,Blood urine,10005863,Investigations
"Hallucination, auditory","Hallucination, auditory",10019070,Psychiatric disorders
Thrombocytopenia,Thrombocytopenia,10043554,Blood and lymphatic system disorders
Coagulation factor VII level,Coagulation factor VII level,10009759,Investigations
Oral pain,Oral pain,10031009,Gastrointestinal disorders
Arteriogram carotid abnormal,Arteriogram carotid abnormal,10003195,Investigations
Anal incontinence,Anal incontinence,10077605,Nervous system disorders
Intraocular pressure test normal,Intraocular pressure test normal,10060952,Investigations
Haptoglobin decreased,Haptoglobin decreased,10019150,Investigations
Sudden visual loss,Sudden visual loss,10042441,Eye disorders
Blood glucose abnormal,Blood glucose abnormal,10005554,Investigations
Biliary dyskinesia,Biliary dyskinesia,10056529,Hepatobiliary disorders
Uterine cancer,Uterine cancer,10046766,Reproductive system and breast disorders
Contrast echocardiogram,Contrast echocardiogram,10087512,Investigations
Pathology test,Pathology test,10068056,Investigations
Magnetic resonance imaging spinal normal,Magnetic resonance imaging spinal normal,10083138,Investigations
Optic nerve disorder,Optic nerve disorder,10061322,Eye disorders
Body height,Body height,10005891,Investigations
Synkinesis,Synkinesis,10078747,Nervous system disorders
Lower respiratory tract infection,Lower respiratory tract infection,10024968,"Respiratory, thoracic and mediastinal disorders"
Ultrasound breast normal,Ultrasound breast normal,10045411,Investigations
Heart rate decreased,Heart rate decreased,10019301,Investigations
Oral herpes,Oral herpes,10067152,Infections and infestations
Hepatitis B,Hepatitis B,10019731,Infections and infestations
Inflammatory marker increased,Inflammatory marker increased,10069826,Investigations
Hidradenitis,Hidradenitis,10020040,Skin and subcutaneous tissue disorders
Iris adhesions,Iris adhesions,10022945,"Injury, poisoning and procedural complications"
Pleocytosis,Pleocytosis,10035551,Nervous system disorders
Rhabdomyolysis,Rhabdomyolysis,10039020,Musculoskeletal and connective tissue disorders
Red blood cell count decreased,Red blood cell count decreased,10038153,Investigations
Injection site nodule,Injection site nodule,10057880,Skin and subcutaneous tissue disorders
Genital discolouration,Genital discolouration,10081697,Reproductive system and breast disorders
Immature granulocyte count,Immature granulocyte count,10085122,Investigations
Peroneal nerve palsy,Peroneal nerve palsy,10034701,Nervous system disorders
Cardiac ventriculogram left,Cardiac ventriculogram left,10053497,Investigations
Haematocrit decreased,Haematocrit decreased,10018838,Investigations
Rheumatoid factor,Rheumatoid factor,10039079,Investigations
Adjustment disorder,Adjustment disorder,10061621,Psychiatric disorders
Red cell distribution width normal,Red cell distribution width normal,10053922,Investigations
Spondylolisthesis,Spondylolisthesis,10063550,Musculoskeletal and connective tissue disorders
Gluten sensitivity,Gluten sensitivity,10076493,Immune system disorders
Magnetic resonance imaging spinal abnormal,Magnetic resonance imaging spinal abnormal,10083139,Investigations
Vasculitis,Vasculitis,10047115,Vascular disorders
Presyncope,Presyncope,10036653,Vascular disorders
Biopsy brain abnormal,Biopsy brain abnormal,10004742,Investigations
Mumps antibody test positive,Mumps antibody test positive,10059644,Investigations
Haemoglobin normal,Haemoglobin normal,10018890,Investigations
Vaginal haemorrhage,Vaginal haemorrhage,10046910,Reproductive system and breast disorders
Urine odour abnormal,Urine odour abnormal,10057135,Renal and urinary disorders
Incorrect dose administered,Incorrect dose administered,10064355,"Injury, poisoning and procedural complications"
Morbillivirus test positive,Morbillivirus test positive,10070253,Investigations
Product design issue,Product design issue,10080775,Product issues
Stress echocardiogram,Stress echocardiogram,10050241,Investigations
Skin warm,Skin warm,10040952,Skin and subcutaneous tissue disorders
Conjunctivitis bacterial,Conjunctivitis bacterial,10061784,Eye disorders
Disorganised speech,Disorganised speech,10076227,Nervous system disorders
Autoimmune hepatitis,Autoimmune hepatitis,10003827,Hepatobiliary disorders
Urine sodium increased,Urine sodium increased,10046672,Investigations
Culture stool negative,Culture stool negative,10011630,Investigations
Disease progression,Disease progression,10061818,General disorders and administration site conditions
Hip fracture,Hip fracture,10020100,Musculoskeletal and connective tissue disorders
Influenza virus test,Influenza virus test,10070715,Investigations
Nephritis,Nephritis,10029117,Renal and urinary disorders
Deafness neurosensory,Deafness neurosensory,10011891,Ear and labyrinth disorders
Skin disorder,Skin disorder,10040831,Skin and subcutaneous tissue disorders
Computerised tomogram neck abnormal,Computerised tomogram neck abnormal,10090465,Investigations
Bacterial test,Bacterial test,10068074,Investigations
Ceruloplasmin,Ceruloplasmin,10050646,Investigations
Diabetes mellitus,Diabetes mellitus,10012601,Metabolism and nutrition disorders
Product confusion,Product confusion,10082712,"Injury, poisoning and procedural complications"
Myositis,Myositis,10028653,Musculoskeletal and connective tissue disorders
Blood gases,Blood gases,10005537,Investigations
Dry eye,Dry eye,10013774,Eye disorders
Scratch,Scratch,10039737,"Injury, poisoning and procedural complications"
Antiribosomal P antibody,Antiribosomal P antibody,10072533,Investigations
Mastoid effusion,Mastoid effusion,10069008,Ear and labyrinth disorders
Adverse event,Adverse event,10060933,General disorders and administration site conditions
West Nile virus test,West Nile virus test,10075808,Investigations
Twin pregnancy,Twin pregnancy,10045188,"Pregnancy, puerperium and perinatal conditions"
Brain natriuretic peptide,Brain natriuretic peptide,10053406,Investigations
Renal function test,Renal function test,10061490,Investigations
Post-traumatic stress disorder,Post-traumatic stress disorder,10036316,Psychiatric disorders
Superficial vein thrombosis,Superficial vein thrombosis,10086210,Vascular disorders
Polychondritis,Polychondritis,10065159,Musculoskeletal and connective tissue disorders
Ill-defined disorder,Ill-defined disorder,10061520,General disorders and administration site conditions
Blood thromboplastin,Blood thromboplastin,10005823,Investigations
Dehydration,Dehydration,10012174,Metabolism and nutrition disorders
Nocturia,Nocturia,10029446,Renal and urinary disorders
Streptococcus test negative,Streptococcus test negative,10070415,Investigations
Antiphospholipid antibodies positive,Antiphospholipid antibodies positive,10048678,Investigations
General physical health deterioration,General physical health deterioration,10049438,General disorders and administration site conditions
Oxygen saturation normal,Oxygen saturation normal,10033322,Investigations
Keratic precipitates,Keratic precipitates,10053703,Immune system disorders
Limb mass,Limb mass,10078503,Musculoskeletal and connective tissue disorders
Viral infection,Viral infection,10047461,Infections and infestations
Clostridium difficile infection,Clostridium difficile infection,10054236,Infections and infestations
Aortic valve incompetence,Aortic valve incompetence,10002915,Cardiac disorders
Haemangioma,Haemangioma,10018814,Vascular disorders
Synovial cyst,Synovial cyst,10042858,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Bone disorder,Bone disorder,10005956,Musculoskeletal and connective tissue disorders
Muscle swelling,Muscle swelling,10064470,Musculoskeletal and connective tissue disorders
Renal disorder,Renal disorder,10038428,Renal and urinary disorders
Enzyme level test,Enzyme level test,10072233,Investigations
Skin wound,Skin wound,10072170,"Injury, poisoning and procedural complications"
Condition aggravated,Condition aggravated,10010264,General disorders and administration site conditions
Ataxia,Ataxia,10003591,Nervous system disorders
Complement factor C3,Complement factor C3,10050962,Investigations
Cyst,Cyst,10011732,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Abnormal dreams,Abnormal dreams,10000125,Nervous system disorders
Hydronephrosis,Hydronephrosis,10020524,Renal and urinary disorders
Magnetic resonance imaging,Magnetic resonance imaging,10078223,Investigations
Lung transplant,Lung transplant,10025127,Surgical and medical procedures
Adrenal insufficiency,Adrenal insufficiency,10001367,Endocrine disorders
Night sweats,Night sweats,10029410,Skin and subcutaneous tissue disorders
Magnetic resonance imaging heart normal,Magnetic resonance imaging heart normal,10090467,Investigations
Dysuria,Dysuria,10013990,Renal and urinary disorders
Dopamine transporter scintigraphy normal,Dopamine transporter scintigraphy normal,10077319,Investigations
Magnetic resonance imaging neck,Magnetic resonance imaging neck,10083140,Investigations
Chronic kidney disease,Chronic kidney disease,10064848,Renal and urinary disorders
Tongue coated,Tongue coated,10043945,Gastrointestinal disorders
Cervical vertebral fracture,Cervical vertebral fracture,10049946,Musculoskeletal and connective tissue disorders
Atelectasis,Atelectasis,10003598,"Respiratory, thoracic and mediastinal disorders"
Rheumatoid arthritis,Rheumatoid arthritis,10039073,Musculoskeletal and connective tissue disorders
Decreased eye contact,Decreased eye contact,10069633,Psychiatric disorders
Vaccination site rash,Vaccination site rash,10069482,Skin and subcutaneous tissue disorders
Stillbirth,Stillbirth,10042062,General disorders and administration site conditions
Impaired driving ability,Impaired driving ability,10049564,Social circumstances
Carotid artery dissection,Carotid artery dissection,10050403,Nervous system disorders
Dermatitis,Dermatitis,10012431,Skin and subcutaneous tissue disorders
Radiotherapy,Radiotherapy,10037794,Surgical and medical procedures
Pneumonia viral,Pneumonia viral,10035737,Infections and infestations
Magnetic resonance imaging heart,Magnetic resonance imaging heart,10083127,Investigations
Genital swelling,Genital swelling,10067639,Reproductive system and breast disorders
Peripheral coldness,Peripheral coldness,10034568,Vascular disorders
Feeding disorder,Feeding disorder,10061148,Psychiatric disorders
Lichen planus,Lichen planus,10024429,Skin and subcutaneous tissue disorders
Complement factor C4,Complement factor C4,10050963,Investigations
Effusion,Effusion,10063045,General disorders and administration site conditions
Respiratory rate decreased,Respiratory rate decreased,10038710,Investigations
Blood urea normal,Blood urea normal,10005857,Investigations
Culture urine positive,Culture urine positive,10011640,Investigations
Renal impairment,Renal impairment,10062237,Renal and urinary disorders
Oral administration complication,Oral administration complication,10062611,"Injury, poisoning and procedural complications"
Papillary thyroid cancer,Papillary thyroid cancer,10033701,Endocrine disorders
Acute myocardial infarction,Acute myocardial infarction,10000891,Cardiac disorders
Spinal retrolisthesis,Spinal retrolisthesis,10081602,Musculoskeletal and connective tissue disorders
Vascular pain,Vascular pain,10047095,Vascular disorders
Product administration error,Product administration error,10081576,"Injury, poisoning and procedural complications"
Carditis,Carditis,10062746,Cardiac disorders
Hyperaesthesia,Hyperaesthesia,10020568,Nervous system disorders
Oestrogen receptor assay,Oestrogen receptor assay,10054053,Investigations
Optic nerve injury,Optic nerve injury,10030938,Nervous system disorders
Hypertensive nephropathy,Hypertensive nephropathy,10055171,Vascular disorders
Ejaculation delayed,Ejaculation delayed,10014325,Reproductive system and breast disorders
Acute kidney injury,Acute kidney injury,10069339,Renal and urinary disorders
Vitreous floaters,Vitreous floaters,10047654,Eye disorders
Joint range of motion decreased,Joint range of motion decreased,10048706,Musculoskeletal and connective tissue disorders
Double stranded DNA antibody positive,Double stranded DNA antibody positive,10069907,Investigations
Spinal osteoarthritis,Spinal osteoarthritis,10041591,Musculoskeletal and connective tissue disorders
Dairy intolerance,Dairy intolerance,10011852,Metabolism and nutrition disorders
Optic glioma,Optic glioma,10073338,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Muscle contractions involuntary,Muscle contractions involuntary,10028293,Nervous system disorders
Iridocyclitis,Iridocyclitis,10022941,Eye disorders
Foetal heart rate decreased,Foetal heart rate decreased,10051136,Investigations
Respiratory tract infection viral,Respiratory tract infection viral,10062106,Infections and infestations
Stress echocardiogram normal,Stress echocardiogram normal,10070745,Investigations
